fat,sugar,sodium,grade
0.5,5.0,0.23,A
1.5,5.0,0.0,A
2.0,16.0,0.07,C
6.0,8.0,0.045,B
1.0,1.0,0.0,A
0.0,95.0,0.02,D
0.0,12.0,0.015,B
17.0,0.0,0.0,C
16.0,0.0,0.0,B
23.0,0.0,0.0,C
19.0,0.0,0.0,C
18.0,0.0,0.0,C
16.0,0.0,0.0,B
27.0,0.0,0.0,C
26.0,0.0,0.0,C
25.0,0.0,0.0,C
25.0,0.0,0.0,C
17.0,0.0,0.0,C
18.0,0.0,0.0,C
8.0,0.0,0.0,B
8.0,0.0,0.0,B
11.0,0.0,0.84,B
13.0,0.0,1.15,B
4.0,0.0,0.0,A
9.0,0.0,0.0,B
14.0,0.0,1.08,B
0.1,0.1,0.0,A
1.5,3.0,0.0,A
1.0,2.0,15.0,D
2.5,4.0,0.02,A
1.0,2.0,0.0,A
1.0,1.0,0.0,A
1.0,0.0,0.0,A
4.0,1.0,0.13,A
6.0,1.0,0.1,A
7.0,1.0,0.1,B
5.0,1.0,0.06,A
6.0,1.0,0.055,A
0.0,14.0,0.0,C
0.0,14.0,0.0,C
0.0,19.0,0.0,C
0.0,21.0,0.0,C
0.0,14.0,0.005,C
0.0,16.0,0.0,C
1.5,4.0,0.06,A
2.5,0.0,0.1,A
2.5,0.0,0.1,A
2.0,7.0,0.035,B
2.5,2.0,0.08,A
4.0,4.0,0.0,A
3.5,6.0,0.065,B
1.0,4.0,0.025,A
4.0,8.0,0.16,B
5.0,4.0,0.13,A
2.5,4.0,0.053,A
4.0,6.0,0.08,B
3.0,7.0,0.07,B
2.5,4.0,0.035,A
4.0,7.0,0.065,B
4.0,8.0,0.11,B
3.0,5.0,0.06,A
13.0,14.0,0.16,C
3.5,11.0,0.15,B
3.5,2.0,0.065,A
2.5,2.0,0.075,A
2.5,3.0,0.075,A
2.5,2.0,0.065,A
4.0,6.0,0.095,B
3.0,5.0,0.065,A
3.0,0.0,0.005,A
3.5,0.0,0.0,A
3.0,0.0,0.015,A
3.5,0.0,0.005,A
1.5,0.0,0.0,A
3.0,0.0,0.01,A
15.9,0.0,0.0,B
6.4,0.0,0.0,A
11.0,0.0,0.0,B
12.0,0.0,0.0,B
14.5,0.0,0.0,B
12.0,0.0,0.0,B
3.8,0.0,0.0,A
6.9,0.0,0.0,B
17.8,0.0,0.0,C
10.8,0.0,0.0,B
15.0,0.0,0.0,B
14.0,0.0,0.53,B
16.0,0.0,0.0,B
9.0,0.0,0.0,B
3.5,2.0,0.62,B
5.0,0.0,0.58,B
18.0,0.0,0.0,C
2.0,0.0,0.4,A
2.0,0.0,0.45,A
4.0,3.0,0.432,A
4.5,0.0,0.24,A
3.5,4.0,1.68,C
14.0,0.0,0.53,B
6.0,0.0,0.55,B
2.0,2.0,0.25,A
3.0,2.0,0.0,A
2.5,0.0,0.0,A
6.0,0.01,0.0,A
1.5,0.0,0.0,A
2.0,11.0,0.105,B
2.0,4.0,0.0,A
9.0,9.0,0.05,B
3.5,11.0,0.105,B
1.0,6.0,0.075,B
2.5,28.0,0.0,D
1.5,6.0,0.05,B
4.0,9.0,0.04,B
7.5,3.75,0.05,B
6.0,3.0,0.04,A
2.0,18.0,0.0,C
1.0,7.0,0.06,B
3.5,14.0,0.065,C
2.0,2.0,0.05,A
6.0,15.0,0.065,C
1.5,2.0,0.09,A
7.0,14.0,0.06,C
1.5,8.0,0.0,B
9.0,11.0,0.04,B
1.5,8.0,0.0,B
6.0,10.0,0.005,B
1.0,7.0,0.06,B
1.5,8.0,0.0,B
6.0,16.0,0.045,C
9.0,9.0,0.05,B
6.0,10.0,0.01,B
0.0,9.0,0.0,B
2.0,13.0,0.1,C
1.5,8.0,0.0,B
3.5,14.0,0.07,C
6.0,13.0,0.04,C
5.0,10.0,0.0,B
2.5,21.0,0.07,C
1.5,8.0,0.05,B
10.0,9.0,0.04,B
5.0,10.0,0.0,B
6.0,10.0,0.01,B
2.5,16.0,0.005,C
9.0,10.0,0.045,B
2.5,16.0,0.08,C
2.0,12.0,0.105,B
2.0,2.0,0.14,A
5.0,10.0,0.01,B
1.5,8.0,0.0,B
3.5,12.0,0.11,B
9.0,11.0,0.04,B
1.5,9.0,0.07,B
2.5,7.0,0.07,B
3.0,0.0,0.0,A
2.5,7.0,0.0,B
2.5,7.0,0.0,B
0.0,2.0,0.22,A
0.0,0.0,0.0,A
0.0,2.0,0.08,A
0.0,2.0,0.0,A
0.0,0.0,0.0,A
2.0,0.0,0.0,A
0.0,6.0,0.04,B
0.0,2.0,0.0,A
0.0,3.0,0.04,A
0.0,4.0,0.0,A
0.0,1.0,0.0,A
8.0,3.0,0.125,B
11.0,0.0,0.065,B
0.0,0.0,0.0,A
1.0,0.0,0.09,A
0.0,0.0,0.0,A
12.0,31.0,0.11,D
0.0,0.02,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
1.5,0.16,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.02,A
1.0,0.0,0.0,A
0.5,0.0,0.0,A
1.0,0.0,0.09,A
1.0,10.0,0.125,B
1.5,8.0,0.18,B
0.0,0.0,0.035,A
1.0,9.0,0.18,B
1.5,8.0,0.16,B
1.0,9.0,0.17,B
0.0,0.0,0.035,A
1.0,0.0,0.22,A
2.8,0.15,0.0,A
4.0,11.0,0.11,B
4.7,3.2,0.0,A
12.0,23.0,0.035,C
11.6,18.7,0.037,C
0.0,10.0,0.06,B
4.0,8.0,0.0,B
0.0,10.0,0.005,B
0.5,0.0,0.0,A
13.0,23.0,0.0,C
2.4,6.0,0.04,B
10.1,17.7,0.044,C
1.5,2.0,0.12,A
0.0,0.0,0.005,A
0.0,2.0,0.0,A
2.5,10.0,0.0,B
2.5,23.0,0.135,C
3.0,20.0,0.15,C
2.5,17.0,0.008,C
2.5,23.0,0.0,C
2.5,23.0,0.15,C
1.5,8.0,0.02,B
2.0,11.0,0.025,B
2.0,8.0,0.16,B
1.0,18.0,0.13,C
0.0,0.0,0.0,A
2.5,21.0,0.18,C
1.5,9.0,0.02,B
2.5,17.0,0.18,C
2.5,14.0,0.17,C
1.0,8.0,0.13,B
2.0,23.0,0.14,C
1.0,0.0,0.0,A
1.0,8.0,0.085,B
0.0,15.0,0.065,C
3.0,8.0,0.17,B
2.0,14.0,0.18,C
6.0,15.0,0.105,C
2.0,0.0,0.0,A
2.5,26.0,0.135,D
2.5,10.0,0.02,B
2.5,17.0,0.0,C
2.0,18.0,0.045,C
0.0,5.0,0.0,A
2.5,18.0,0.0,C
1.0,10.0,0.0,B
2.5,16.0,0.13,C
2.0,10.0,0.135,B
2.0,9.0,0.0,B
2.0,18.0,0.0,C
3.5,21.0,0.18,C
1.5,9.0,0.0,B
2.0,20.0,0.15,C
2.0,13.0,0.17,C
2.0,13.0,0.0,C
2.5,23.0,0.125,C
1.0,17.0,0.12,C
1.5,16.0,0.0,C
0.5,16.0,0.04,C
2.0,11.0,0.035,B
2.5,18.0,0.15,C
1.5,10.0,0.0,B
1.5,9.0,0.03,B
2.0,18.0,0.02,C
3.0,23.0,0.12,C
1.5,14.0,0.07,C
3.0,23.0,0.12,C
0.0,5.0,0.0,A
3.0,8.0,0.07,B
1.5,12.0,0.035,B
11.0,0.0,0.0,B
17.0,0.0,0.0,C
18.0,0.0,0.001,C
29.66,0.0,0.525,C
12.2,0.0,0.272,B
18.0,0.0,0.0,C
0.0,0.0,0.0,A
23.6,0.0,1.1,C
17.0,0.0,0.0,C
0.0,0.0,0.0,A
0.0,0.0,0.0,A
23.6,0.0,0.0,C
0.0,0.0,0.0,A
0.0,0.0,0.0,A
10.0,13.0,0.0,C
17.0,0.0,0.05,C
5.7,0.0,0.0,A
15.0,6.0,0.29,B
7.0,6.0,0.12,B
6.0,11.0,0.065,B
8.0,6.0,0.115,B
6.0,1.2,0.1,A
3.0,0.0,0.3,A
5.0,5.0,0.075,A
2.0,1.0,0.11,A
35.0,50.0,0.0,D
11.0,0.0,0.0,B
11.0,4.0,0.065,B
4.44,27.26,0.092,D
10.92,5.63,0.237,B
0.99,6.54,0.004,B
4.5,0.0,0.0,A
3.5,0.0,0.0,A
6.0,0.0,0.0,A
5.0,0.0,0.0,A
10.0,0.0,0.0,B
1.07,0.0,0.0,A
0.99,0.0,0.0,A
4.0,0.0,0.0,A
4.0,12.0,0.025,B
1.5,0.0,0.0,A
3.8,0.0,0.0,A
0.8,0.0,0.0,A
3.0,7.0,0.015,B
0.0,4.0,0.0,A
9.0,1.0,0.0,B
3.0,1.0,0.0,A
3.0,5.0,0.0,A
0.0,16.0,0.0,C
9.0,0.0,0.0,B
3.0,5.0,0.0,A
14.0,1.0,0.0,B
24.0,1.2,0.004,C
4.5,3.0,0.015,A
6.0,7.0,0.045,B
10.0,3.0,0.027,B
9.0,0.035,0.0,B
10.0,0.0,0.0,B
3.5,0.0,0.0,A
7.0,2.0,0.14,B
5.0,4.0,0.17,A
6.0,3.0,0.14,A
4.0,3.0,0.15,A
0.5,1.0,0.07,A
3.5,2.0,0.13,A
0.0,15.0,0.08,C
24.0,0.0,1.74,C
0.0,3.0,0.0,A
2.5,26.0,0.0,D
2.7,1.0,0.338,A
0.1,2.1,0.044,A
1.0,6.0,0.0,B
0.0,0.0,0.0,A
0.0,0.0,0.0,A
7.0,0.0,0.0,B
5.0,15.0,0.13,C
4.0,18.0,0.115,C
6.0,21.0,0.19,C
4.5,21.0,0.15,C
3.5,17.0,0.21,C
6.0,21.0,0.19,C
3.0,20.0,0.12,C
0.0,17.0,0.025,C
5.0,29.0,0.22,D
0.0,0.0,29.0,D
6.0,25.0,0.16,C
5.9,0.0,0.0,A
0.0,0.0,0.0,A
0.0,18.0,0.075,C
45.0,0.0,0.99,D
14.0,1.0,0.37,B
9.0,0.0,0.0,B
12.0,0.0,0.21,B
16.0,0.0,0.0,B
7.0,0.0,0.0,B
5.0,0.0,0.0,A
6.0,2.0,0.0,A
7.02,0.0,0.0,B
4.0,0.0,0.0,A
8.0,0.0,0.0,B
0.0,0.0,0.0,A
0.0,7.0,0.02,B
0.0,43.0,0.065,D
0.0,18.4,0.027,C
0.0,25.0,0.0,C
0.0,15.0,0.045,C
0.0,19.0,0.03,C
0.0,0.0,0.0,A
0.0,20.0,0.01,C
0.0,24.0,0.025,C
1.5,3.0,0.04,A
2.0,0.065,0.0,A
4.0,0.0,0.0,A
3.0,0.02,0.0,A
2.5,0.0,0.0,A
4.0,0.115,0.0,A
3.5,0.0,0.0,A
2.0,1.0,0.0,A
3.5,0.12,0.0,A
1.0,0.0,0.0,A
2.0,13.0,0.01,C
0.0,0.0,0.0,A
2.0,14.0,0.0,C
2.5,20.0,0.09,C
4.0,12.0,0.075,B
0.0,15.0,0.0,C
2.0,0.0,0.0,A
3.0,0.0,0.03,A
3.5,0.0,0.005,A
2.0,11.0,0.005,B
0.0,0.0,0.0,A
2.5,15.0,0.025,C
1.0,1.0,0.0,A
2.0,13.0,0.01,C
3.5,14.0,0.015,C
0.0,6.0,0.31,B
2.0,2.0,0.0,A
2.5,11.0,0.03,B
2.5,12.0,0.025,B
4.5,24.0,0.15,C
9.0,12.0,0.035,B
2.5,10.0,0.0,B
3.5,20.0,0.03,C
1.0,16.0,0.075,C
5.0,1.0,0.095,A
8.0,9.0,0.0,B
0.0,2.0,0.49,A
5.0,12.0,0.035,B
5.0,9.0,0.02,B
14.0,9.0,1.26,C
13.0,16.0,0.055,C
0.0,1.0,0.96,B
0.0,4.0,0.56,B
10.0,0.0,0.0,B
3.5,3.0,0.0,A
6.0,5.0,0.075,A
1.5,1.0,0.94,B
0.0,10.0,0.23,B
0.0,2.0,0.21,A
0.0,2.0,0.21,A
1.2,11.2,0.046,B
0.0,10.0,0.0,B
0.0,28.0,0.04,D
5.0,6.0,0.11,B
0.0,22.0,0.025,C
26.0,12.0,0.0,C
3.5,20.0,0.025,C
0.0,0.0,1.01,B
0.0,0.0,0.6,B
5.0,5.0,0.7,B
4.5,1.0,0.075,A
0.0,1.0,0.005,A
0.0,1.0,0.92,B
19.0,9.0,0.0,C
0.0,1.0,0.86,B
0.0,23.0,0.02,C
0.0,20.0,0.03,C
0.0,0.0,0.22,A
2.5,1.0,0.23,A
0.0,18.0,0.02,C
0.0,1.0,0.31,A
11.0,8.0,0.04,B
2.0,10.0,0.07,B
11.0,8.0,0.035,B
13.0,2.0,0.68,B
2.0,8.0,0.045,B
5.0,5.0,0.0,A
5.0,5.0,0.0,A
0.0,2.0,0.22,A
12.0,3.0,0.0,B
0.0,25.0,0.02,C
0.0,1.0,0.63,B
0.0,2.0,0.83,B
3.0,8.0,0.05,B
1.5,1.0,0.83,B
5.0,1.0,0.095,A
0.0,2.0,1.2,B
2.5,4.0,0.09,A
1.5,1.0,0.76,B
1.0,1.0,1.1,B
12.0,8.0,0.0,B
0.0,1.0,0.54,B
5.0,1.0,0.125,A
0.0,2.0,0.76,B
0.0,40.0,0.025,D
8.0,0.0,0.065,B
0.0,2.0,0.69,B
0.0,1.0,0.125,A
1.0,5.0,0.05,A
5.0,0.0,0.0,A
0.0,4.0,0.27,A
0.0,4.0,0.15,A
1.5,1.0,1.03,B
0.0,4.0,0.4,A
10.0,1.0,0.67,B
0.0,1.0,0.95,B
0.0,2.0,0.35,A
3.0,9.0,0.135,B
12.0,4.0,1.35,C
5.0,11.0,0.04,B
0.0,0.0,0.88,B
2.0,2.0,0.36,A
9.0,11.0,0.05,B
2.5,28.0,0.0,D
2.5,0.0,0.0,A
3.5,16.0,0.05,C
0.0,25.0,0.02,C
15.0,5.0,1.49,C
16.0,0.0,0.0,B
12.0,0.0,0.0,B
13.0,4.0,0.1,B
16.0,0.0,0.0,B
19.0,5.0,0.92,C
1.0,0.0,0.0,A
12.0,2.0,0.075,B
12.0,5.0,0.83,B
17.0,0.0,0.0,C
16.0,1.0,0.105,B
0.0,0.0,0.02,A
0.0,18.0,0.035,C
4.5,14.0,0.02,C
10.0,14.0,0.02,C
0.0,28.0,0.015,D
0.0,12.0,0.025,B
8.0,15.0,0.02,C
12.0,11.0,0.025,B
13.0,10.0,0.015,B
0.0,34.0,0.0,D
2.0,6.0,0.0,B
12.0,1.0,0.105,B
6.0,4.0,0.0,A
17.0,0.0,0.0,C
11.0,1.33,0.0,B
12.0,0.0,0.0,B
14.0,0.0,0.0,B
14.0,1.0,0.0,B
14.0,0.0,0.0,B
6.7,0.0,0.0,A
12.0,0.0,0.0,B
12.0,0.0,0.0,B
15.0,0.0,0.0,B
18.0,5.0,0.72,C
25.0,13.0,1.8,C
12.0,4.0,0.0,B
23.0,6.0,1.9,C
18.0,3.0,1.08,C
13.0,4.0,0.98,B
20.0,6.0,0.9,C
12.0,5.0,1.07,B
12.0,5.0,1.55,C
14.0,4.0,1.03,B
28.0,0.0,0.0,C
15.0,2.0,1.35,C
24.0,13.0,0.0,C
11.0,5.0,1.09,B
12.0,6.0,0.68,B
15.0,12.0,1.46,C
19.0,6.0,0.79,C
16.0,9.0,1.06,B
16.0,7.0,1.45,C
13.0,7.0,0.98,B
23.0,7.0,1.19,C
24.0,6.0,0.73,C
11.0,3.0,1.33,C
27.0,0.0,1.08,C
14.0,3.0,0.0,B
10.0,4.0,1.47,C
18.0,4.0,0.95,C
16.0,9.0,1.06,B
14.0,4.0,1.17,B
20.0,2.0,0.88,C
25.0,6.0,0.0,C
11.0,4.0,1.27,C
12.0,8.0,0.0,B
15.0,10.0,1.18,B
14.0,5.0,0.82,B
20.0,2.0,0.0,C
13.0,3.0,0.86,B
13.0,5.0,1.03,B
22.0,3.0,0.85,C
17.0,4.0,1.46,C
11.0,5.0,1.03,B
9.0,1.0,0.5,B
17.0,7.0,1.02,C
24.0,6.0,0.0,C
21.0,4.0,0.97,C
6.0,1.0,0.0,A
4.0,0.08,0.0,A
4.0,0.085,0.0,A
4.0,2.0,0.0,A
6.0,0.0,0.0,A
8.0,0.0,0.0,B
3.5,5.0,0.0,A
8.0,5.0,0.13,B
5.0,17.0,0.11,C
5.0,26.0,0.11,D
5.0,18.0,0.105,C
3.5,23.0,0.115,C
3.5,18.0,0.025,C
2.5,14.0,0.03,C
3.5,24.0,0.105,C
3.5,22.0,0.12,C
3.5,24.0,0.105,C
3.5,18.0,0.025,C
2.5,12.0,0.045,B
3.5,22.0,0.11,C
4.5,18.0,0.095,C
3.5,19.0,0.03,C
5.0,20.0,0.09,C
5.0,25.0,0.09,C
4.0,19.0,0.08,C
7.0,0.0,0.085,B
8.0,11.0,0.13,B
2.5,11.0,0.04,B
3.5,18.0,0.025,C
4.0,20.0,0.05,C
4.0,19.0,0.035,C
4.0,15.0,0.065,C
5.0,0.0,0.0,A
10.0,0.0,0.0,B
0.5,0.0,0.0,A
0.0,0.0,0.09,A
6.0,2.0,0.57,B
9.0,2.0,0.7,B
12.0,3.0,0.65,B
9.0,2.0,0.0,B
0.0,17.0,0.0,C
0.0,13.0,0.035,C
0.0,18.0,0.065,C
2.0,19.0,0.09,C
1.0,17.0,0.0,C
13.0,0.0,0.22,B
8.0,5.0,0.21,B
24.0,3.0,0.0,C
28.4,5.6,1.82,C
26.0,2.0,0.31,C
4.0,10.0,0.095,B
2.5,1.0,0.065,A
2.5,2.0,0.06,A
3.0,5.0,0.22,A
4.5,16.0,0.065,C
24.0,10.0,1.32,C
2.7,0.0,0.0,A
1.0,4.0,0.13,A
7.0,1.0,1.13,B
3.0,5.0,0.04,A
3.0,1.0,0.095,A
6.0,5.0,0.08,A
4.0,1.0,0.105,A
5.0,1.0,0.21,A
6.0,1.0,0.19,A
3.5,2.0,0.135,A
6.0,0.0,0.15,A
2.1,0.0,0.0,A
4.5,1.0,0.09,A
4.5,1.0,0.16,A
5.0,1.0,0.095,A
5.0,4.0,0.0,A
5.0,0.0,0.17,A
4.5,7.0,0.06,B
5.0,1.0,0.12,A
2.0,4.0,0.02,A
5.0,1.0,0.11,A
3.0,0.0,0.1,A
3.0,5.0,0.02,A
2.5,4.0,0.035,A
3.0,1.0,0.095,A
3.0,2.0,0.16,A
5.0,1.0,0.14,A
4.0,1.0,0.14,A
33.87,1.69,0.0,D
21.64,1.6,0.0,C
26.4,0.0,0.0,C
8.0,0.0,0.0,B
37.0,5.0,1.862,D
4.5,26.0,0.52,D
28.1,0.0,0.0,C
29.21,0.0,0.0,C
2.25,9.5,0.0,B
2.76,10.32,0.087,B
3.5,21.0,0.0,C
34.11,33.21,1.136,D
12.0,0.0,0.0,B
0.0,6.0,0.015,B
0.0,7.0,0.01,B
0.0,6.0,0.0,B
14.0,0.0,0.0,B
0.0,0.0,0.0,A
0.0,0.04,0.0,A
0.0,0.0,0.0,A
1.0,0.0,0.0,A
0.5,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.52,B
0.0,7.0,0.02,B
2.0,7.0,0.015,B
1.0,0.0,0.085,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.15,A
1.0,5.0,0.59,B
0.0,1.0,0.11,A
0.0,0.0,0.22,A
0.0,5.0,0.055,A
0.0,7.0,0.025,B
0.0,8.0,0.025,B
0.0,6.0,0.01,B
4.5,0.0,0.18,A
7.0,0.0,0.19,B
3.0,3.0,0.0,A
4.5,0.0,0.0,A
3.0,3.0,0.045,A
4.5,2.0,0.21,A
4.5,6.0,0.09,B
4.5,5.0,0.075,A
16.0,3.0,0.125,B
16.0,3.0,0.135,B
6.0,0.0,0.28,A
1.5,0.0,0.2,A
4.0,0.0,0.56,B
8.0,0.0,0.46,B
3.5,0.0,0.22,A
9.0,0.0,0.23,B
1.0,0.0,0.18,A
11.0,0.0,0.148,B
12.0,5.0,0.17,B
36.0,0.0,0.0,D
35.0,0.0,1.12,D
10.0,0.0,0.34,B
0.0,0.0,0.0,A
6.0,5.0,0.105,A
7.0,10.0,0.06,B
7.0,9.0,0.14,B
7.0,10.0,0.28,B
7.0,10.0,0.06,B
4.0,8.0,0.08,B
2.5,6.0,0.085,B
3.5,7.0,0.105,B
7.0,2.0,0.0,B
8.0,11.0,0.015,B
11.0,16.0,0.045,C
14.0,14.0,0.035,C
4.5,9.0,0.03,B
0.0,9.0,0.011,B
8.0,11.0,0.02,B
17.0,15.0,0.04,C
4.0,9.0,0.07,B
12.0,12.0,0.055,B
1.5,7.0,0.01,B
2.0,10.0,0.02,B
0.5,7.0,0.0,B
3.0,6.0,0.0,B
3.0,11.0,0.025,B
8.0,15.0,0.1,C
0.0,9.0,0.006,B
1.5,7.0,0.02,B
3.0,9.0,0.018,B
11.0,9.0,0.0,B
0.0,6.0,0.01,B
2.0,8.0,0.025,B
18.0,20.0,0.044,C
3.0,17.0,0.05,C
2.5,9.0,0.01,B
4.5,6.0,0.01,B
3.0,11.0,0.014,B
1.5,7.0,0.025,B
9.0,19.0,0.05,C
14.0,12.0,0.02,B
3.0,14.0,0.03,C
15.0,12.0,0.03,B
0.0,14.0,0.035,C
1.0,7.0,0.005,B
15.0,13.0,0.035,C
6.0,9.0,0.02,B
2.5,12.0,0.045,B
0.0,2.0,0.0,A
3.0,11.0,0.0,B
3.0,15.0,0.0,C
4.0,24.0,0.0,C
4.0,5.0,0.015,A
6.0,5.0,0.06,A
7.0,5.0,0.02,B
8.0,5.0,0.115,B
8.0,1.0,0.15,B
8.0,2.0,0.15,B
4.5,6.0,0.004,B
7.0,11.0,0.11,B
22.6,34.87,0.336,D
4.0,4.0,0.07,A
2.0,0.0,0.52,B
21.0,0.0,1.08,C
7.0,0.0,0.31,B
19.0,0.0,0.0,C
7.0,0.0,0.38,B
19.27,0.0,0.0,C
0.3,1.27,0.027,A
6.0,20.74,0.095,C
8.0,0.0,0.0,B
21.0,0.0,0.0,C
4.5,6.0,0.075,B
15.0,0.0,0.0,B
5.0,16.0,0.06,C
9.0,19.0,0.15,C
8.0,21.0,0.0,C
64.0,0.0,0.0,D
3.0,1.0,0.14,A
7.0,1.0,0.105,B
7.0,7.0,0.045,B
10.0,4.0,0.075,B
0.5,12.0,0.135,B
16.0,6.0,0.1,B
3.0,12.0,0.0,B
2.0,10.0,0.15,B
0.0,12.0,0.06,B
1.0,16.0,0.14,C
0.0,6.0,0.01,B
22.0,14.0,0.11,C
0.0,0.0,0.0,A
3.0,1.0,0.125,A
0.0,1.5,0.0,A
0.0,12.0,0.035,B
0.0,8.0,0.03,B
0.0,7.0,0.105,B
2.0,3.0,0.03,A
2.0,4.0,0.01,A
0.0,1.5,0.045,A
3.0,1.0,0.15,A
3.0,21.0,0.22,C
3.0,24.0,0.16,C
4.0,3.0,0.08,A
3.0,24.0,0.16,C
4.0,3.0,0.015,A
4.0,3.0,0.08,A
8.0,23.0,0.0,C
9.0,9.0,0.075,B
3.5,6.0,0.04,B
3.0,3.0,0.05,A
7.0,14.0,0.0,C
2.0,4.0,0.05,A
0.0,2.0,0.0,A
3.0,21.0,0.22,C
1.0,1.0,0.125,A
3.0,1.0,0.13,A
0.0,9.0,0.15,B
4.0,21.0,0.1,C
11.0,0.0,0.27,B
10.0,0.0,0.39,B
6.0,0.0,0.38,A
5.0,0.0,0.34,A
4.5,0.0,0.48,A
4.5,0.0,0.47,A
3.5,0.0,0.41,A
14.0,0.0,0.34,B
14.0,0.0,0.05,B
4.0,0.0,0.4,A
17.0,6.0,1.03,C
9.0,0.0,0.26,B
9.0,0.0,0.25,B
5.0,0.0,0.48,A
4.5,0.0,0.41,A
7.0,0.0,0.53,B
11.0,0.0,0.39,B
7.0,0.0,0.38,B
8.0,0.0,0.46,B
8.0,0.0,0.6,B
3.5,0.0,0.29,A
12.0,0.0,0.44,B
3.0,0.0,0.35,A
11.0,0.0,0.48,B
9.0,0.0,0.0,B
13.0,0.0,0.41,B
8.0,0.0,0.4,B
3.0,0.0,0.45,A
3.0,0.0,0.5,A
12.0,0.0,0.64,B
0.5,0.0,0.0,A
9.0,8.0,0.12,B
0.5,0.0,0.0,A
3.5,18.0,0.05,C
2.0,16.0,0.025,C
1.0,1.0,0.0,A
0.5,0.0,0.0,A
0.5,0.0,0.0,A
1.0,0.0,0.0,A
1.5,0.0,0.0,A
3.0,12.0,0.02,B
2.0,17.0,0.035,C
2.5,15.0,0.15,C
0.5,18.0,0.0,C
2.5,19.0,0.04,C
1.5,19.0,0.01,C
2.0,12.0,0.01,B
0.0,1.0,0.0,A
1.5,0.0,0.0,A
2.0,17.0,0.035,C
1.0,18.0,0.01,C
0.0,2.0,0.0,A
4.5,11.0,0.0,B
2.0,12.0,0.0,B
0.0,1.0,0.0,A
0.0,1.0,0.0,A
8.1,0.0,0.45,B
7.6,26.7,0.438,D
4.4,15.6,0.254,C
8.0,0.0,0.13,B
3.0,15.0,0.18,C
3.5,3.0,0.07,A
25.0,0.0,0.0,C
2.15,14.89,0.096,C
4.5,4.0,0.085,A
7.0,5.0,0.05,B
2.5,2.0,0.01,A
5.0,4.0,0.05,A
4.5,4.0,0.085,A
4.0,5.0,0.045,A
3.5,0.0,0.065,A
2.0,1.0,0.04,A
2.5,3.0,0.005,A
2.0,0.0,0.06,A
6.0,7.0,0.11,B
6.0,7.0,0.09,B
1.5,1.0,0.01,A
5.0,5.0,0.08,A
4.5,4.0,0.085,A
1.0,1.0,0.005,A
1.0,1.0,0.01,A
1.5,1.0,0.035,A
9.0,4.0,0.035,B
9.0,4.0,0.05,B
7.0,4.0,0.035,B
7.0,4.0,0.035,B
10.0,4.0,0.037,B
10.0,0.0,0.15,B
7.0,3.0,0.27,B
14.0,0.0,0.27,B
9.0,1.0,0.115,B
8.0,4.0,0.001,B
8.0,4.0,0.0,B
0.0,9.0,0.15,B
2.0,8.0,0.17,B
3.5,9.0,0.035,B
0.2,10.7,0.144,B
9.0,30.0,0.32,D
0.5,8.0,0.2,B
1.5,14.0,0.22,C
1.5,9.0,0.115,B
1.0,9.0,0.095,B
3.0,7.0,0.04,B
1.5,11.0,0.06,B
0.0,1.0,0.23,A
1.0,10.0,0.19,B
1.0,10.0,0.125,B
0.5,11.0,0.105,B
0.0,2.0,0.14,A
0.0,12.0,0.08,B
1.0,14.0,0.0,C
0.5,10.0,0.135,B
4.0,6.0,0.07,B
13.4,0.0,0.0,B
13.4,0.0,0.0,B
12.0,0.0,0.0,B
13.4,0.0,0.0,B
0.0,0.0,0.0,A
9.0,4.0,0.176,B
12.0,0.0,0.095,B
5.0,4.0,0.43,A
6.0,0.0,0.085,A
7.0,1.0,0.225,B
6.0,0.0,0.0,A
5.0,6.0,0.59,B
5.0,3.0,0.44,A
11.0,0.0,0.105,B
6.0,0.0,0.0,A
6.0,0.0,0.26,A
6.0,0.0,0.115,A
9.0,4.0,0.26,B
8.0,1.0,0.37,B
9.0,4.0,0.26,B
6.0,0.0,0.0,A
9.0,4.0,0.26,B
3.0,2.0,0.1,A
3.0,2.0,0.11,A
5.0,7.0,0.065,B
2.5,0.0,0.1,A
4.0,5.0,0.05,A
6.0,7.0,0.04,B
4.5,1.0,0.16,A
2.0,0.0,0.1,A
6.0,8.0,0.115,B
3.0,3.0,0.15,A
3.5,1.0,0.1,A
2.0,4.0,0.06,A
4.5,5.0,0.03,A
3.0,2.0,0.125,A
3.5,6.0,0.065,B
3.0,2.0,0.125,A
2.0,0.0,0.035,A
3.0,2.0,0.1,A
5.0,6.0,0.045,B
2.2,12.0,0.087,B
3.5,2.0,0.1,A
3.0,2.0,0.11,A
4.0,7.0,0.08,B
3.5,9.0,0.035,B
5.0,3.0,0.025,A
1.5,6.0,0.025,B
3.5,3.0,0.015,A
3.5,2.0,0.05,A
4.5,8.0,0.035,B
4.5,7.0,0.1,B
7.0,8.0,0.14,B
5.0,6.0,0.065,B
4.0,0.0,0.12,A
2.0,3.0,0.055,A
3.0,3.0,0.08,A
5.0,3.0,0.045,A
3.0,3.0,0.0,A
5.0,6.0,0.07,B
3.0,0.0,0.125,A
