fat,sugar,sodium,grade
3.5,7.0,0.0,B
13.0,8.0,0.06,B
13.0,8.0,0.06,B
2.5,3.0,0.02,A
2.0,0.0,0.0,A
5.0,7.0,0.04,B
2.5,3.0,0.02,A
4.0,5.0,0.1,A
4.5,6.0,0.095,B
4.0,3.0,0.095,A
8.0,6.0,0.06,B
5.0,0.0,0.009,A
0.0,0.0,0.105,A
1.0,0.0,0.0,A
16.0,0.0,0.006,B
17.0,0.0,0.009,C
1.0,0.0,0.01,A
14.0,0.0,0.0,B
16.0,0.0,0.006,B
0.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.18,A
9.0,0.0,0.12,B
4.0,0.0,0.009,A
0.0,0.0,0.0,A
0.5,0.0,0.0,A
0.0,8.0,0.35,B
0.0,0.0,0.0,A
0.5,0.2,0.002,A
0.0,0.0,0.33,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
12.0,0.0,0.0,B
0.0,0.0,0.0,A
14.0,0.0,0.0,B
0.0,5.0,0.0,A
0.0,0.0,0.0,A
4.5,0.0,0.003,A
0.0,0.0,1.55,C
6.0,0.0,0.07,A
0.0,5.0,0.002,A
2.0,0.0,0.0,A
5.0,1.0,0.28,A
6.0,0.0,0.0,A
3.5,4.0,0.015,A
13.0,3.0,0.97,B
9.0,1.0,0.76,B
16.0,1.0,0.52,B
4.0,0.0,0.0,A
0.0,2.0,0.06,A
5.0,0.0,0.22,A
5.0,0.0,0.51,B
4.0,0.0,1.03,B
3.5,1.0,0.56,B
5.0,0.0,0.0,A
4.5,1.0,0.04,A
1.23,0.0,0.0,A
5.0,0.0,0.75,B
8.0,16.0,1.0,C
4.5,0.0,0.32,A
3.0,0.0,0.29,A
4.0,0.0,0.32,A
4.5,0.0,0.32,A
4.5,0.0,0.33,A
7.0,0.0,0.7,B
3.5,1.0,0.43,A
7.0,0.0,0.23,B
8.0,0.0,0.33,B
15.0,1.0,0.94,B
3.0,0.0,0.29,A
4.0,4.0,0.22,A
0.0,0.0,0.01,A
15.0,0.0,0.0,B
15.0,0.0,0.0,B
15.0,0.0,0.0,B
15.0,0.0,0.0,B
1.4,2.0,0.001,A
33.5,43.6,0.005,D
2.2,1.9,0.0,A
39.0,29.9,0.084,D
2.0,2.2,0.003,A
12.7,13.8,0.005,C
8.0,8.0,0.49,B
19.0,5.0,0.97,C
19.0,4.0,0.97,C
20.0,7.0,0.96,C
20.0,8.0,1.08,C
1.5,0.0,0.36,A
7.0,0.0,0.38,B
6.0,0.0,0.0,A
0.0,0.0,0.0,A
5.0,3.0,0.91,B
2.0,1.0,1.42,C
0.0,1.0,0.22,A
4.0,6.0,0.77,B
0.0,1.0,0.53,B
2.0,4.0,0.38,A
6.0,1.0,1.43,C
6.0,1.0,1.43,C
5.0,6.0,0.78,B
3.0,2.0,0.6,B
2.5,4.0,1.3,C
2.0,1.0,0.8,B
10.0,0.0,0.0,B
5.0,1.0,0.0,A
5.0,4.0,0.0,A
7.0,24.0,0.08,C
5.6,23.0,0.066,C
4.0,15.0,0.06,C
5.5,21.0,0.085,C
5.0,23.0,0.085,C
6.0,21.0,0.085,C
4.5,16.0,0.0,C
4.5,24.0,0.0,C
0.0,0.0,0.0,A
0.0,15.0,0.0,C
0.0,5.0,0.01,A
0.0,17.0,0.02,C
0.0,22.0,0.045,C
6.0,1.0,0.03,A
2.0,5.0,0.005,A
3.5,5.0,0.01,A
2.5,1.0,0.0,A
1.0,11.0,0.04,B
12.0,2.0,0.06,B
1.5,10.0,0.05,B
0.5,6.0,0.045,B
0.5,10.0,0.05,B
6.0,1.0,0.03,A
0.0,9.0,0.05,B
1.0,3.0,0.055,A
0.5,11.0,0.05,B
8.0,5.0,0.09,B
2.5,8.0,0.04,B
0.5,8.0,0.05,B
1.0,3.0,0.055,A
0.5,6.0,0.045,B
0.5,7.0,0.065,B
3.5,5.0,0.045,A
0.5,12.0,0.04,B
0.5,8.0,0.04,B
4.0,2.0,0.045,A
0.5,6.0,0.0,B
0.5,8.0,0.05,B
4.0,5.0,0.04,A
1.0,16.0,0.035,C
6.0,4.0,0.05,A
1.0,15.0,0.035,C
3.5,6.0,0.045,B
1.5,14.0,0.03,C
4.0,2.0,0.045,A
4.5,7.0,0.04,B
0.5,7.0,0.04,B
1.0,12.0,0.035,B
8.0,6.0,0.07,B
3.5,4.0,0.075,A
7.0,6.0,0.125,B
5.0,4.0,0.09,A
5.0,4.0,0.16,A
4.5,4.0,0.095,A
6.0,4.0,0.085,A
5.0,5.0,0.09,A
6.0,5.0,0.135,A
20.0,15.5,0.83,C
11.0,13.0,0.135,C
11.0,15.0,0.22,C
16.9,6.9,0.48,C
6.0,9.0,0.065,B
18.4,16.0,0.36,C
18.0,34.0,0.336,D
4.5,3.0,0.15,A
20.0,15.5,0.83,C
22.2,25.0,0.361,C
4.0,3.1,0.166,A
21.0,15.0,0.63,C
19.9,14.78,0.848,C
3.0,6.0,0.04,B
4.0,3.0,0.05,A
7.0,6.0,0.085,B
3.0,6.0,0.0,B
3.0,5.0,0.05,A
1.5,2.0,0.035,A
6.0,5.0,0.045,A
1.0,2.0,0.045,A
2.5,4.0,0.065,A
1.8,0.6,0.17,A
1.6,1.8,0.0,A
11.0,0.0,0.12,B
7.0,0.0,0.27,B
4.5,16.0,0.005,C
14.0,0.0,0.15,B
6.0,0.0,0.0,A
11.0,0.0,0.12,B
11.0,0.0,0.12,B
7.0,0.0,0.28,B
4.5,16.0,0.0,C
8.0,0.0,0.095,B
2.0,9.0,0.11,B
2.0,0.0,0.115,A
2.0,7.0,0.075,B
3.5,0.0,0.085,A
2.0,4.0,0.11,A
2.0,0.0,0.115,A
1.5,8.0,0.1,B
2.0,4.0,0.11,A
15.0,0.005,0.0,B
2.0,9.0,0.0,B
1.5,3.0,0.01,A
1.0,0.0,0.0,A
3.0,5.0,0.0,A
5.0,13.0,0.31,C
5.0,1.0,0.0,A
3.0,1.0,0.0,A
4.5,0.0,0.0,A
7.0,0.0,0.0,B
4.0,0.0,0.0,A
0.5,0.0,0.0,A
9.0,10.0,0.29,B
1.0,0.0,0.0,A
2.5,0.0,0.0,A
1.5,0.0,0.0,A
1.0,0.0,0.0,A
1.0,0.0,0.01,A
1.0,0.0,0.01,A
1.0,0.0,0.0,A
3.0,0.0,0.085,A
10.0,11.0,0.13,B
10.0,12.0,0.0,B
15.0,11.0,0.075,B
9.0,15.0,0.62,C
0.0,1.0,0.09,A
3.0,4.0,0.82,B
9.0,15.0,0.62,C
9.0,15.0,0.0,C
0.5,2.0,1.2,B
4.5,0.0,0.115,A
0.0,0.0,0.06,A
0.0,1.0,0.13,A
3.5,0.0,0.21,A
0.0,2.0,0.015,A
2.0,1.0,0.22,A
5.0,1.0,0.21,A
0.0,1.0,0.09,A
0.0,0.0,0.0,A
4.0,1.0,0.22,A
3.5,1.0,0.21,A
2.0,5.0,0.16,A
0.7,0.7,0.0,A
12.65,37.95,0.0,D
0.7,0.0,0.0,A
13.2,63.8,0.209,D
5.1,64.2,0.239,D
0.55,37.4,0.192,D
0.45,27.9,0.018,D
7.7,68.2,0.121,D
1.8,38.7,0.032,D
0.6,0.0,0.026,A
8.25,58.85,0.077,D
3.7,49.5,0.0,D
12.65,37.95,0.099,D
6.8,62.3,0.168,D
9.9,46.75,0.088,D
4.9,50.2,0.245,D
0.5,4.5,0.005,A
1.4,11.5,0.022,B
0.1,9.3,0.006,B
0.55,50.05,0.022,D
10.0,0.0,0.0,B
10.0,0.0,0.0,B
10.0,0.0,0.0,B
1.5,0.0,0.0,A
15.0,0.0,0.0,B
1.5,0.0,0.0,A
25.0,0.0,0.0,C
6.0,1.0,0.19,A
7.0,1.0,0.24,B
3.5,0.0,0.15,A
0.0,0.0,0.0,A
0.0,0.0,0.32,A
1.0,0.0,0.0,A
10.0,0.0,0.0,B
3.1,0.0,0.206,A
3.1,0.0,0.206,A
14.0,1.2,0.355,B
4.0,6.0,0.39,B
0.0,0.0,0.0,A
0.0,4.0,0.0,A
6.0,6.0,0.06,B
2.5,11.0,0.04,B
3.5,10.0,0.015,B
3.0,3.0,0.03,A
8.0,16.0,0.09,C
6.0,13.0,0.04,C
6.0,0.0,0.0,A
16.0,14.0,0.16,C
9.5,3.9,0.005,B
1.5,8.0,0.075,B
4.5,0.0,0.18,A
11.0,0.0,0.29,B
12.0,0.0,0.0,B
0.0,26.0,0.0,D
0.0,18.0,0.005,C
0.0,9.0,0.0,B
0.0,24.0,0.0,C
0.0,29.0,0.0,D
0.0,23.0,0.0,C
0.0,23.0,0.065,C
0.0,23.0,0.045,C
0.0,23.0,0.0,C
0.0,27.0,0.03,D
0.0,23.0,0.065,C
0.0,20.0,0.0,C
14.0,3.0,0.09,B
0.0,9.0,0.02,B
2.2,4.7,0.3,A
3.5,0.0,0.38,A
3.0,0.0,0.23,A
7.0,0.0,0.29,B
0.0,0.0,0.41,A
3.0,0.0,0.21,A
0.0,0.0,0.23,A
2.0,0.0,0.19,A
2.0,0.0,0.29,A
10.0,0.0,0.26,B
7.0,0.0,0.37,B
4.5,24.0,0.0,C
11.0,2.0,0.875,B
14.0,0.0,0.0,B
19.6,1.9,0.792,C
2.0,1.0,1.11,B
0.0,3.0,1.41,C
2.0,1.0,0.44,A
2.5,1.0,0.45,A
0.0,3.0,1.41,C
0.0,1.0,0.04,A
2.0,1.0,1.1,B
0.0,0.0,0.002,A
0.0,0.0,0.0,A
1.0,0.0,0.5,A
10.0,0.0,0.0,B
10.0,0.0,0.0,B
8.0,0.0,0.25,B
8.0,0.0,0.26,B
3.0,15.0,0.03,C
2.5,12.0,0.005,B
3.0,15.0,0.03,C
4.0,4.0,0.04,A
14.0,15.0,0.28,C
11.0,13.0,0.105,C
15.0,13.0,0.2,C
15.0,15.0,0.105,C
16.0,18.0,0.115,C
16.0,15.0,0.105,C
15.0,15.0,0.11,C
17.0,15.0,0.12,C
13.0,19.0,0.11,C
10.0,14.0,0.02,C
9.0,15.0,0.02,C
11.0,13.0,0.025,C
7.0,14.0,0.0,C
5.0,8.0,0.005,B
9.0,15.0,0.02,C
25.5,0.0,0.198,C
9.0,15.0,0.03,C
4.0,14.0,0.055,C
5.0,8.0,0.0,B
8.0,14.0,0.015,C
4.0,16.0,0.075,C
6.0,12.0,0.02,B
8.0,16.0,0.025,C
5.0,9.0,0.045,B
2.2,10.3,0.056,B
11.0,13.0,0.06,C
3.0,13.0,0.06,C
3.0,15.0,0.035,C
2.0,12.0,0.025,B
2.0,12.0,0.025,B
3.0,13.0,0.06,C
2.5,15.0,0.12,C
2.5,13.0,0.06,C
3.5,16.0,0.05,C
2.5,13.0,0.065,C
3.0,15.0,0.04,C
3.5,16.0,0.05,C
4.0,1.0,0.07,A
9.0,1.0,0.14,B
2.0,2.0,0.095,A
11.0,1.0,0.135,B
9.0,2.0,0.16,B
6.0,1.0,0.08,A
10.0,1.0,0.105,B
10.0,1.0,0.19,B
6.0,1.0,0.12,A
10.0,1.0,0.19,B
2.0,0.0,0.095,A
10.0,1.0,0.38,B
1.5,1.0,0.1,A
10.0,1.0,0.22,B
10.0,1.0,0.105,B
10.0,1.0,0.16,B
13.0,2.0,0.17,B
3.5,4.0,0.02,A
0.0,8.0,0.01,B
0.0,40.0,0.0,D
0.0,25.0,0.0,C
56.1,5.1,0.001,D
2.2,6.0,0.125,B
12.9,3.1,0.168,B
47.3,12.6,0.012,D
23.2,1.3,0.003,C
3.1,0.0,0.0,A
2.5,7.5,2.25,C
3.4,0.0,0.0,A
19.0,16.0,0.06,C
5.0,14.0,0.0,C
6.0,10.0,0.05,B
0.0,9.0,0.0,B
0.0,12.0,0.0,B
8.0,6.0,0.01,B
5.0,11.0,0.05,B
2.0,10.0,0.03,B
0.0,6.0,0.005,B
7.0,13.0,0.035,C
12.0,19.0,0.08,C
0.5,16.0,0.0,C
6.0,12.0,0.055,B
9.0,14.0,0.0,C
6.0,6.0,0.08,B
6.0,11.0,0.095,B
1.0,9.0,0.01,B
5.0,13.0,0.035,C
5.0,9.0,0.04,B
4.0,10.0,0.0,B
7.0,10.0,0.0,B
2.0,4.0,0.005,A
9.0,13.0,0.06,C
8.0,9.0,0.0,B
8.0,9.0,0.0,B
1.0,9.0,0.01,B
6.0,13.0,0.035,C
10.0,15.0,0.072,C
6.0,11.0,0.0,B
5.0,7.0,0.05,B
2.0,15.0,0.0,C
7.0,15.0,0.02,C
6.0,13.0,0.04,C
6.0,11.0,0.016,B
7.0,7.0,0.085,B
11.0,9.0,0.03,B
0.0,10.0,0.005,B
5.0,10.0,0.039,B
5.0,0.0,0.02,A
3.0,9.0,0.03,B
7.0,9.0,0.025,B
13.0,17.0,0.08,C
10.0,13.0,0.03,C
0.0,10.0,0.005,B
15.0,17.0,0.09,C
5.0,16.0,0.05,C
0.0,0.0,0.0,A
12.0,9.0,0.02,B
6.0,13.0,0.065,C
12.0,11.0,0.0,B
3.5,10.0,0.02,B
12.0,9.0,0.035,B
12.0,13.0,0.034,C
14.0,15.0,0.03,C
6.0,11.0,0.017,B
13.0,19.0,0.1,C
11.0,22.0,0.055,C
7.0,17.0,0.055,C
3.5,19.0,0.0,C
3.5,19.0,0.03,C
2.0,10.0,0.018,B
0.0,25.0,0.015,C
0.0,23.0,0.055,C
0.0,23.0,0.055,C
0.0,24.0,0.06,C
3.3,0.0,0.011,A
8.2,0.0,0.028,B
3.1,0.0,0.015,A
4.5,0.0,0.011,A
4.5,0.0,0.022,A
58.0,12.0,1.38,D
2.5,3.0,0.025,A
3.5,17.0,0.04,C
6.0,6.7,0.065,B
0.0,0.0,0.37,A
3.0,0.0,0.0,A
0.0,0.0,0.0,A
3.0,0.0,0.0,A
0.0,0.0,0.0,A
0.0,0.11,0.0,A
1.0,0.0,0.0,A
1.0,0.0,0.0,A
1.5,0.0,0.0,A
3.5,0.0,0.0,A
1.0,0.0,0.0,A
1.0,0.0,0.0,A
0.0,1.0,0.065,A
0.5,0.0,0.0,A
3.5,0.0,0.0,A
1.0,1.0,0.21,A
1.0,0.0,0.0,A
0.0,0.0,0.0,A
4.0,15.0,0.33,C
5.0,1.0,0.27,A
3.5,0.0,0.095,A
3.5,14.0,0.115,C
4.0,1.0,0.27,A
4.0,3.0,0.15,A
5.0,1.0,0.075,A
4.0,5.0,0.07,A
2.0,14.0,0.025,C
6.0,20.0,0.005,C
6.0,0.0,0.0,A
6.0,19.0,0.0,C
10.0,13.0,0.01,C
0.0,13.0,0.01,C
1.0,9.0,0.02,B
30.04,0.0,0.0,C
10.0,14.0,0.02,C
0.0,0.0,0.0,A
6.0,19.0,0.015,C
17.0,0.0,0.77,C
3.0,0.0,0.16,A
7.0,0.0,0.81,B
3.0,0.0,0.16,A
3.0,0.0,0.17,A
20.0,0.0,0.72,C
3.0,0.0,0.17,A
7.0,0.0,0.77,B
6.0,0.0,0.92,B
18.0,0.0,0.98,C
13.0,0.0,0.96,B
8.0,0.0,0.82,B
3.0,0.0,0.17,A
3.0,0.0,0.65,B
20.0,1.0,0.55,C
10.0,0.0,0.27,B
18.0,3.0,0.71,C
8.0,0.0,0.82,B
15.0,0.0,1.01,B
8.0,0.0,0.48,B
7.0,0.0,0.0,B
16.0,0.0,0.0,B
10.0,0.0,0.0,B
16.0,9.0,0.02,B
15.0,5.0,0.135,B
15.0,6.0,0.17,B
15.0,22.0,0.06,C
10.0,11.0,0.16,B
18.0,6.0,0.19,C
3.2,0.0,0.0,A
1.5,11.0,0.01,B
3.0,9.0,0.015,B
5.0,10.0,0.06,B
6.0,12.0,0.0,B
0.0,0.0,0.0,A
3.5,45.0,0.085,D
10.5,58.0,0.0,D
11.0,31.0,0.0,D
13.0,1.0,0.0,B
0.5,54.0,0.0,D
0.0,0.0,0.0,A
0.0,0.0,0.0,A
6.0,25.0,0.008,C
4.0,8.5,0.055,B
11.0,15.0,0.0,C
10.5,28.5,0.0,D
12.0,54.5,0.0,D
4.0,30.0,0.0,D
13.0,39.5,0.0,D
14.0,8.0,0.0,B
0.5,20.0,0.025,C
3.0,0.0,0.045,A
2.5,0.0,0.075,A
3.0,1.0,0.075,A
3.5,0.0,0.0,A
3.5,1.0,0.05,A
6.0,0.0,0.1,A
2.5,0.0,0.065,A
3.0,0.0,0.045,A
6.0,0.0,0.0,A
3.0,0.0,0.065,A
11.0,0.0,0.25,B
2.0,2.0,0.0,A
18.0,10.0,0.0,C
3.0,5.0,0.0,A
9.0,6.0,0.0,B
2.0,10.0,0.0,B
11.0,7.0,0.0,B
2.0,2.0,0.0,A
9.0,12.0,0.0,B
3.9,1.7,0.0,A
3.0,1.1,0.0,A
9.0,9.0,0.0,B
2.0,2.0,0.0,A
3.0,5.0,0.0,A
3.2,1.9,0.0,A
3.5,1.0,0.025,A
2.5,1.0,0.08,A
7.0,1.0,0.16,B
3.0,1.0,0.05,A
2.5,2.0,0.005,A
3.5,0.0,0.05,A
2.5,0.0,0.055,A
3.0,0.0,0.08,A
6.0,0.0,0.0,A
5.0,0.0,0.13,A
5.0,0.0,0.06,A
5.0,0.0,0.12,A
6.0,0.0,0.0,A
5.0,1.0,0.085,A
6.0,0.0,0.115,A
7.0,1.0,0.08,B
6.0,1.0,0.075,A
6.0,0.0,0.002,A
7.0,1.0,0.075,B
6.0,1.0,0.09,A
6.0,1.0,0.0,A
5.0,0.0,0.13,A
7.0,1.0,0.08,B
25.0,0.0,0.28,C
6.0,0.0,0.115,A
6.0,0.0,0.115,A
4.5,1.0,0.06,A
7.0,1.0,0.11,B
6.0,0.0,0.115,A
6.0,1.0,0.075,A
4.5,1.0,0.06,A
5.0,0.0,0.08,A
5.0,11.0,0.13,B
5.0,8.0,0.025,B
3.5,9.0,0.085,B
6.0,11.0,0.105,B
6.0,11.0,0.115,B
4.0,10.0,0.11,B
3.0,5.0,0.0,A
4.0,10.0,0.11,B
2.0,3.0,0.01,A
5.0,7.0,0.035,B
2.0,0.0,0.0,A
3.0,5.0,0.01,A
3.5,0.0,0.0,A
6.0,0.0,0.0,A
4.5,0.0,0.0,A
7.0,0.0,0.51,B
4.5,0.0,0.095,A
3.0,0.0,0.025,A
6.0,1.0,0.17,A
3.5,0.0,0.055,A
2.5,0.0,0.006,A
2.5,1.0,0.125,A
0.0,3.0,0.01,A
0.0,1.0,0.0,A
0.0,11.0,0.0,B
0.0,11.0,0.02,B
2.0,0.0,0.0,A
0.0,4.0,0.0,A
2.0,0.0,0.0,A
0.0,12.0,0.0,B
2.0,26.0,0.09,D
2.0,0.0,0.0,A
9.0,0.0,0.0,B
3.0,0.0,0.0,A
4.5,0.19,0.0,A
3.5,10.0,0.0,B
7.0,0.0,0.0,B
2.5,25.0,0.09,C
0.5,8.0,0.025,B
0.0,8.0,0.02,B
9.0,8.0,0.09,B
3.0,12.0,0.05,B
2.0,7.0,0.06,B
2.0,30.0,0.035,D
0.5,25.0,0.12,C
5.0,20.0,0.19,C
3.5,20.0,0.065,C
10.0,29.0,0.15,D
2.5,0.0,0.08,A
3.5,25.0,0.09,C
3.5,25.0,0.09,C
5.0,15.0,0.11,C
2.0,8.0,0.035,B
3.0,12.0,0.05,B
3.5,10.0,0.085,B
3.5,10.0,0.085,B
6.0,18.0,0.19,C
3.5,27.0,0.0,D
8.0,13.0,0.0,C
4.5,10.0,0.075,B
1.0,0.0,0.05,A
2.5,25.0,0.09,C
8.0,13.0,0.15,C
9.0,29.0,0.125,D
5.0,24.0,0.12,C
5.0,24.0,0.0,C
9.0,8.0,0.09,B
6.0,14.0,0.15,C
2.5,12.0,0.06,B
9.0,29.0,0.125,D
4.0,5.0,0.065,A
10.0,29.0,0.15,D
2.0,28.0,0.065,D
7.0,17.0,0.1,C
3.0,12.0,0.075,B
2.0,8.0,0.035,B
2.0,8.0,0.035,B
2.0,0.0,0.1,A
7.0,20.0,0.13,C
5.0,15.0,0.1,C
1.0,6.0,0.09,B
5.0,15.0,0.125,C
1.0,8.0,0.035,B
5.0,15.0,0.11,C
3.5,10.0,0.13,B
2.0,8.0,0.035,B
5.0,15.0,0.11,C
2.0,12.0,0.05,B
0.0,8.0,0.0,B
9.0,29.0,0.0,D
1.0,6.0,0.09,B
2.0,8.0,0.035,B
1.5,28.0,0.065,D
2.5,12.0,0.06,B
3.5,25.0,0.09,C
2.0,8.0,0.035,B
2.0,30.0,0.0,D
0.0,16.0,0.075,C
2.0,8.0,0.035,B
2.0,25.0,0.09,C
1.5,9.0,0.06,B
1.5,24.0,0.075,C
3.0,10.0,0.06,B
3.0,8.0,0.02,B
3.0,9.0,0.075,B
2.0,30.0,0.095,D
2.0,6.0,0.05,B
2.0,8.0,0.035,B
3.5,25.0,0.07,C
0.5,1.0,0.25,A
0.0,0.0,0.0,A
0.0,0.0,0.005,A
0.0,5.0,0.0,A
1.5,0.0,0.21,A
0.0,27.0,0.015,D
0.0,52.0,0.0,D
0.0,0.0,0.03,A
0.0,39.0,0.0,D
0.0,41.0,0.025,D
0.0,0.0,0.02,A
0.0,0.0,0.0,A
6.0,11.0,0.005,B
11.0,10.0,0.01,B
8.0,8.0,0.015,B
8.0,8.0,0.01,B
9.0,7.0,0.015,B
10.0,11.0,0.01,B
2.5,4.0,0.0,A
8.0,7.0,0.01,B
0.0,1.0,0.0,A
0.0,11.0,0.095,B
0.0,23.0,0.17,C
0.0,21.0,0.0,C
0.0,35.0,0.02,D
0.0,21.0,0.055,C
0.0,22.0,0.03,C
0.0,22.0,0.0,C
3.0,0.0,0.0,A
0.0,25.0,0.055,C
0.0,25.0,0.05,C
0.0,34.0,0.015,D
2.17,0.0,0.0,A
1.71,0.0,0.0,A
2.69,0.0,0.0,A
3.88,0.0,0.0,A
0.92,0.0,0.0,A
2.4,0.0,0.0,A
2.65,0.0,0.0,A
2.45,0.0,0.0,A
0.75,0.0,0.0,A
2.4,0.0,0.0,A
2.73,0.0,0.0,A
1.71,0.0,0.0,A
2.45,0.0,0.0,A
1.5,1.0,0.075,A
1.5,1.0,0.0,A
23.9,2.6,0.0,C
11.0,5.0,0.0,B
2.0,6.0,0.0,B
18.0,3.0,0.0,C
14.0,4.0,0.0,B
25.0,0.0,0.0,C
23.0,6.0,0.0,C
25.0,2.0,0.0,C
27.0,11.0,0.0,C
22.0,8.0,0.0,C
20.0,7.0,0.0,C
10.0,20.0,0.14,C
19.0,3.0,0.0,C
19.0,0.0,0.0,C
17.0,2.0,1.23,C
2.0,4.0,0.02,A
4.0,4.0,0.025,A
6.0,4.0,0.02,A
4.5,4.0,0.0,A
0.0,0.0,0.26,A
4.0,2.0,0.085,A
15.0,4.0,0.09,B
13.0,3.0,0.125,B
13.0,1.0,0.01,B
13.0,3.0,0.01,B
2.0,0.0,0.0,A
6.0,17.0,0.09,C
7.0,0.0,0.0,B
5.0,0.0,0.0,A
6.0,0.0,0.0,A
6.0,0.09,0.0,A
4.0,0.0,0.0,A
3.5,0.0,0.0,A
6.0,24.0,0.06,C
0.0,0.0,0.0,A
1.5,7.0,0.0,B
0.4,66.4,0.0,D
0.4,66.4,0.01,D
0.24,40.0,0.019,D
8.0,5.5,0.14,B
0.0,24.0,0.0,C
0.0,26.0,0.05,D
2.0,0.0,0.19,A
1.0,0.0,0.105,A
1.0,0.0,0.115,A
1.0,0.0,0.155,A
1.0,0.0,0.235,A
14.0,7.5,0.0,B
10.0,15.0,0.0,C
6.0,6.0,0.02,B
2.0,4.0,0.025,A
3.0,12.0,0.045,B
5.0,11.0,0.035,B
7.0,12.0,0.05,B
7.0,12.0,0.05,B
3.5,10.0,0.25,B
2.5,28.0,0.22,D
3.5,20.0,0.17,C
0.0,22.0,0.005,C
0.0,3.0,0.015,A
0.0,3.0,0.31,A
0.0,10.0,0.88,B
2.5,26.0,0.105,D
1.0,10.0,0.59,B
0.0,3.0,0.29,A
0.0,4.0,0.48,A
0.0,10.0,0.88,B
0.0,3.0,0.31,A
2.0,11.0,0.7,B
0.0,7.0,0.36,B
1.5,2.0,0.41,A
3.5,32.0,0.0,D
0.0,7.0,0.36,B
3.5,23.0,0.17,C
0.5,9.0,0.88,B
0.0,3.0,0.16,A
2.5,28.0,0.0,D
0.0,2.0,0.34,A
1.5,1.0,0.26,A
3.0,18.0,0.09,C
3.5,13.0,0.09,C
1.5,2.0,0.41,A
2.0,3.0,0.61,B
10.0,12.0,0.025,B
8.0,14.0,0.01,C
3.0,4.0,0.01,A
4.0,13.0,0.015,C
7.5,0.0,0.0,B
4.0,6.0,0.035,B
3.5,9.0,0.06,B
8.0,13.0,0.02,C
11.0,12.0,0.015,B
4.5,9.0,0.045,B
3.5,5.0,0.06,A
5.0,8.0,0.09,B
6.0,10.0,0.005,B
8.0,12.0,0.05,B
3.5,14.0,0.015,C
7.0,9.0,0.015,B
0.5,2.0,0.0,A
9.0,15.0,0.035,C
4.5,9.0,0.065,B
3.0,5.0,0.01,A
10.0,8.0,0.03,B
3.0,7.0,0.04,B
3.0,3.0,0.045,A
6.0,13.0,0.075,C
3.0,7.0,0.055,B
5.0,15.0,0.03,C
9.0,12.0,0.02,B
8.0,9.0,0.045,B
4.0,6.0,0.035,B
4.5,1.0,0.14,A
4.0,6.0,0.025,B
6.0,6.0,0.04,B
7.0,8.0,0.01,B
8.0,14.0,0.02,C
9.0,12.0,0.02,B
7.0,16.0,0.04,C
9.0,13.0,0.15,C
6.0,10.0,0.075,B
5.0,8.0,0.065,B
2.5,17.0,0.025,C
5.0,12.0,0.12,B
2.0,3.0,0.015,A
2.0,4.0,0.015,A
6.0,9.0,0.015,B
6.0,9.0,0.025,B
7.0,12.0,0.065,B
3.0,3.0,0.045,A
2.0,0.0,0.18,A
0.0,0.0,0.0,A
2.5,9.0,0.0,B
2.5,2.0,0.05,A
0.0,0.0,0.0,A
7.0,6.0,0.005,B
4.0,0.0,0.07,A
0.0,0.0,0.0,A
11.0,8.0,0.19,B
0.58,0.0,0.0,A
3.0,12.0,0.035,B
14.0,21.0,0.03,C
6.0,6.0,0.1,B
3.5,8.0,0.045,B
0.0,14.0,0.015,C
7.0,14.0,0.085,C
4.0,2.5,0.05,A
1.5,9.0,0.09,B
14.0,3.0,0.07,B
5.0,7.0,0.03,B
7.0,21.0,0.06,C
1.25,3.0,0.045,A
8.0,6.0,0.04,B
8.0,5.0,0.08,B
3.0,11.0,0.045,B
7.0,9.0,0.025,B
9.0,3.0,0.065,B
6.0,6.0,0.1,B
1.5,6.0,0.09,B
0.0,3.5,0.005,A
2.5,11.0,0.055,B
2.5,13.0,0.05,C
5.0,6.0,0.025,B
2.5,6.0,0.09,B
0.0,28.0,0.03,D
0.0,25.0,0.03,C
5.0,6.0,0.03,B
0.0,17.0,0.01,C
0.0,23.0,0.0,C
5.0,15.0,0.01,C
4.5,17.0,0.07,C
5.0,7.0,0.025,B
6.0,9.0,0.0,B
3.0,3.0,0.05,A
1.25,3.0,0.045,A
0.0,20.0,0.025,C
4.5,3.0,0.025,A
3.0,3.0,0.05,A
9.0,0.0,0.1,B
0.0,7.0,0.01,B
4.5,0.0,0.025,A
1.0,9.0,0.12,B
4.0,0.0,0.025,A
0.0,1.0,0.0,A
0.0,0.0,0.0,A
0.0,0.0,0.0,A
4.0,0.0,0.025,A
7.29,0.0,0.0,B
11.0,0.0,0.0,B
9.29,0.0,0.3,B
22.0,0.0,0.0,C
33.79,0.0,0.0,D
33.59,0.0,0.0,D
31.59,0.0,0.0,C
29.64,0.0,0.0,C
29.19,0.0,0.0,C
13.79,0.0,0.0,B
20.98,0.0,0.0,C
8.99,0.0,0.23,B
3.99,0.64,0.403,A
0.6,0.0,0.0,A
13.0,19.0,0.0,C
9.0,15.0,0.0,C
2.5,14.0,0.08,C
0.0,18.0,0.0,C
2.5,14.0,0.08,C
0.0,11.0,0.0,B
2.5,14.0,0.08,C
0.0,3.0,0.19,A
0.0,5.0,0.29,A
0.0,5.0,0.29,A
